ID,County,Rural2020,Rural2020new,Rural2024,Rural2024new,CWPP2012,CWPP2014,CWPP2016,CWPP2018,CWPP2020,CWPP2022,population_primary_2012,population_general_2012,population_midterm_2014,population_primary_2016,population_general_2016,population_midterm_2018,population_primary_2020,population_general_2020,registration_primary_2012,registration_general_2012,registration_midterm_2014,registration_primary_2016,registration_general_2016,registration_midterm_2018,registration_primary_2020,registration_general_2020,registration_midterm_2022,turnout_primary_2012,turnout_general_2012,turnout_midterm_2014,turnout_primary_2016,turnout_general_2016,turnout_midterm_2018,turnout_primary_2020,turnout_general_2020,turnout_midterm_2022,TOrate_primary_2012,TOrate_general_2012,TOrate_midterm_2014,TOrate_primary_2016,TOrate_general_2016,TOrate_midterm_2018,TOrate_primary_2020,TOrate_general_2020,TOrate_midterm_2022,Rep2012,Dem2012,Win2012,Rep2016,Dem2016,Win2016,Rep2020,Dem2020,Win2020,growth_r_g_2012_2016,growth_r_g_2012_2020,growth_r_g_2016_2020,growth_r_p_2012_2016,growth_r_p_2012_2020,growth_r_p_2016_2020,growth_r_m_2014_2018,growth_r_m_2014_2022,growth_r_m_2018_2022,growth_t_g_2012_2016,growth_t_g_2012_2020,growth_t_g_2016_2020,growth_t_p_2012_2016,growth_t_p_2012_2020,growth_t_p_2016_2020,growth_t_m_2014_2018,growth_t_m_2014_2022,growth_t_m_2018_2022,TOrate_growth_2012_2020,TOrate_growth_2012_2016,TOrate_growth_2016_2020,Win2012new,Win2016new,Win2020new,Wing2016_2020,Percent_Urban,Percent_Rural,Percent_Hispanic,Percent_White,Percent_Black,Percent_Indian,Percent_Asian,Percent_Pacific,Percent_Multi,Percent_NotH_White,Percent_NotH_Black,Age17Under,Age65Older,Age85Older,Median_Age,Per_Capita_Income2022,Total_Personal_Income2022,Median_Household_Income2022,Percent_Poverty,Percent_Poverty_under18,Percent_Bachelor,People_Bachelor,Unemploy_Rate2019,Unemploy_Rate2020,Unemploy_Rate2021,Unemploy_Rate2022,Unemploy_Rate2023,OnSystem_Centerline,OffSystem_Centerline,ratio_Centerline,OnSystem_Lane,OffSystem_Lane,ratio_Lane,Consolidated,SpanishVR_primary_2012,SpanishVR_general_2012,SpanishVR_midterm_2014,SpanishVR_primary_2016,SpanishVR_general_2016,SpanishVR_midterm_2018,SpanishVR_primary_2020,SpanishVR_general_2020,SpanishVR_midterm_2022,spanpro_2012p,spanpro_2012g,spanpro_2014m,spanpro_2016p,spanpro_2016g,spanpro_2018m,spanpro_2020p,spanpro_2020g,spanpro_2022m
91,Gray,rural,1,Rural,1,0,0,0,0,0,0,22535,22535,22535,22535,22535,22535,22535,22535,12691,12536,12995,12467,12723,12408,12153,12377,12599,3764,7511,3770,4737,7540,6009,4078,7782,5565,0.2966,0.5992,0.2901,0.38,0.5926,0.4843,0.3356,0.6287,0.4417,6443,886,Republican,6500,701,Republican,6840,829,Republican,0.0149,-0.0127,-0.0272,-0.0177,-0.0424,-0.0252,-0.0452,-0.0305,0.0154,0.0039,0.0361,0.0321,0.2585,0.0834,-0.1391,0.5939,0.4761,-0.0739,0.0295,-0.0066,0.0361,1,1,1,0,0.7945,0.2055,0.3161,0.8921,0.0542,0.0185,0.0083,0.0001,0.0267,0.6012,0.0477,0.2512,0.1653,0.0157,37.7,46626,979844000,50648,0.167,0.197,0.16,2254,0.036,0.081,0.066,0.045,0.041,333.51,764.77,0.4361,762.07,1536.47,0.496,0,1247,1237,1407,1403,1457,1507,1577,1636,1753,0.098258608,0.098675814,0.108272412,0.112537098,0.114517016,0.121453901,0.129762199,0.132180658,0.139138027
92,Grayson,urban,0,Urban,0,0,0,0,1,1,1,120877,120877,120877,120877,120877,120877,120877,120877,71500,72195,74700,75412,78723,80674,82479,86784,92147,12613,42264,23718,24796,47819,43310,20012,59699,45187,0.1764,0.5854,0.3175,0.3288,0.6074,0.5369,0.2426,0.6879,0.4904,30936,10670,Republican,35325,10301,Republican,44163,14506,Republican,0.0904,0.2021,0.1024,0.0547,0.1536,0.0937,0.08,0.2336,0.1422,0.1314,0.4125,0.2484,0.9659,0.5866,-0.1929,0.826,0.9052,0.0433,0.1025,0.022,0.0805,1,1,1,0,0.5231,0.4769,0.1551,0.8728,0.0618,0.0188,0.0154,0.001,0.0302,0.7322,0.0581,0.2406,0.1811,0.0163,39.1,53393,7642205000,66141,0.111,0.146,0.228,21115,0.031,0.059,0.047,0.037,0.037,539.8,1931.47,0.2795,1273.14,3867.34,0.3292,0,2625,2697,3099,3293,3611,3896,4260,4634,5517,0.036713287,0.037357158,0.041485944,0.04366679,0.045869695,0.04829313,0.051649511,0.05339694,0.059871727
93,Gregg,urban,0,Urban,0,0,0,0,1,1,1,121730,121730,121730,121730,121730,121730,121730,121730,63805,64291,67930,67413,69447,69508,70147,72632,74026,12768,42061,23486,22722,42358,36338,16563,47982,33225,0.2001,0.6542,0.3457,0.3371,0.6099,0.5228,0.2361,0.6606,0.4488,28742,12398,Republican,28764,11677,Republican,32493,14796,Republican,0.0802,0.1297,0.0459,0.0565,0.0994,0.0406,0.0232,0.0897,0.065,0.0071,0.1408,0.1328,0.7796,0.2972,-0.2711,0.5472,0.4147,-0.0857,0.0064,-0.0443,0.0507,1,1,1,0,0.8654,0.1346,0.2022,0.7422,0.2092,0.0099,0.0142,0.0013,0.0232,0.5587,0.2022,0.2573,0.1628,0.0172,36,55961,7019956000,60932,0.162,0.226,0.224,17967,0.038,0.083,0.064,0.043,0.042,269.73,900.49,0.2995,823.52,1884.14,0.4371,1,2899,2959,3400,3577,3803,4186,4495,4765,5388,0.045435311,0.046025105,0.050051524,0.053060982,0.054761185,0.060223284,0.064079718,0.065604692,0.072785238
94,Grimes,rural,1,Rural,1,0,0,0,0,1,1,26604,26604,26604,26604,26604,26604,26604,26604,14277,14504,15283,15294,15729,16317,16771,17840,19125,3258,8772,5024,5228,9764,8698,5187,12415,9460,0.2282,0.6048,0.3287,0.3418,0.6208,0.5331,0.3093,0.6959,0.4946,6141,2339,Republican,7065,2194,Republican,9432,2833,Republican,0.0845,0.23,0.1342,0.0712,0.1747,0.0966,0.0677,0.2514,0.1721,0.1131,0.4153,0.2715,0.6047,0.5921,-0.0078,0.7313,0.883,0.0876,0.0911,0.016,0.0751,1,1,1,0,0.2548,0.7452,0.2516,0.8234,0.1401,0.0103,0.0054,0.0013,0.0194,0.5916,0.1332,0.2278,0.1885,0.017,40.1,42212,1298190000,61188,0.155,0.208,0.194,3919,0.04,0.081,0.066,0.046,0.044,304.95,671.62,0.4541,649.02,1343.23,0.4832,1,1280,1321,1460,1554,1615,1711,1808,1957,2184,0.089654689,0.091078323,0.095530982,0.101608474,0.102676585,0.104859962,0.10780514,0.109697309,0.114196078
95,Guadalupe,urban,0,Urban,0,0,0,0,0,0,1,131533,131533,131533,131533,131533,131533,131533,131533,74942,76579,84286,88216,93537,100163,104616,111002,119666,13243,49628,30607,26712,58127,54589,27466,78016,57419,0.1767,0.6481,0.3631,0.3028,0.6214,0.545,0.2625,0.7028,0.4798,33117,15744,Republican,36632,18391,Republican,47553,28805,Republican,0.2214,0.4495,0.1867,0.1771,0.396,0.1859,0.1884,0.4198,0.1947,0.1713,0.572,0.3422,1.0171,1.074,0.0282,0.7835,0.876,0.0518,0.0547,-0.0267,0.0814,1,1,1,0,0.7518,0.2482,0.3976,0.8445,0.0898,0.0108,0.0212,0.0029,0.0308,0.477,0.0789,0.2371,0.1512,0.0147,38.3,53788,9830228000,86043,0.095,0.131,0.295,34141,0.03,0.061,0.045,0.034,0.034,408.75,1206.29,0.3388,1016.04,2429.44,0.4182,1,17594,17977,20426,21313,22487,24153,25460,26997,29407,0.234768221,0.234751041,0.242341551,0.241600163,0.240407539,0.241136947,0.243366215,0.243211834,0.245742316
96,Hale,rural,1,Rural,1,0,0,0,0,0,0,36273,36273,36273,36273,36273,36273,36273,36273,19434,19603,19354,18896,19471,19084,18767,18973,18242,2605,9011,4375,4941,9051,7471,3239,9651,6347,0.134,0.4597,0.2261,0.2615,0.4648,0.3915,0.1726,0.5087,0.3479,6490,2243,Republican,6366,2101,Republican,7177,2279,Republican,-0.0067,-0.0321,-0.0256,-0.0277,-0.0343,-0.0068,-0.014,-0.0575,-0.0441,0.0044,0.071,0.0663,0.8967,0.2434,-0.3445,0.7077,0.4507,-0.1504,0.049,0.0051,0.0439,1,1,1,0,0.6954,0.3046,0.6291,0.9004,0.0556,0.0191,0.0065,0.002,0.0163,0.3062,0.0457,0.2599,0.1439,0.0134,34.6,41725,1327987000,49571,0.215,0.302,0.148,2944,0.045,0.068,0.061,0.05,0.049,460.06,1521.54,0.3024,1054.94,3053.09,0.3455,0,8480,8612,8699,8647,8919,8882,8810,8920,8774,0.436348667,0.439320512,0.44946781,0.457610076,0.458065842,0.465416055,0.46944104,0.47014178,0.480977963
97,Hall,rural,1,Rural,1,0,0,0,0,0,0,3353,3353,3353,3353,3353,3353,3353,3353,2029,2026,2037,1952,2021,1986,1943,1928,1838,283,1109,587,617,1091,979,581,1170,891,0.1395,0.5474,0.2882,0.3161,0.5398,0.493,0.299,0.6068,0.4848,832,265,Republican,893,164,Republican,995,168,Republican,-0.0025,-0.0484,-0.046,-0.0379,-0.0424,-0.0046,-0.025,-0.0977,-0.0745,-0.0162,0.055,0.0724,1.1802,1.053,-0.0583,0.6678,0.5179,-0.0899,0.0594,-0.0076,0.067,1,1,1,0,0,1,0.3665,0.8641,0.0929,0.0185,0.0057,0.0011,0.0178,0.5246,0.0851,0.2158,0.2413,0.0305,44.1,39174,110078000,40677,0.231,0.386,0.182,360,0.042,0.058,0.055,0.042,0.043,209.54,474.03,0.442,459.24,948.05,0.4844,0,379,382,377,368,392,409,397,402,369,0.186791523,0.188548865,0.185076092,0.18852459,0.193963384,0.205941591,0.204323212,0.208506224,0.200761697
98,Hamilton,rural,1,Rural,1,0,0,0,0,0,0,8517,8517,8517,8517,8517,8517,8517,8517,5380,5395,5388,5342,5463,5575,5671,5822,5968,1897,3552,2431,2389,3643,3342,2585,4400,3483,0.3526,0.6584,0.4512,0.4472,0.6668,0.5995,0.4558,0.7558,0.5836,2918,591,Republican,3060,479,Republican,3616,641,Republican,0.0126,0.0791,0.0657,-0.0071,0.0541,0.0616,0.0347,0.1076,0.0705,0.0256,0.2387,0.2078,0.2594,0.3627,0.082,0.3747,0.4327,0.0422,0.0974,0.0084,0.089,1,1,1,0,0,1,0.15,0.9411,0.0127,0.0222,0.0099,0.0007,0.0135,0.8149,0.01,0.2166,0.252,0.0391,45,64110,531983000,59753,0.137,0.207,0.251,1456,0.03,0.046,0.041,0.035,0.034,286.9,622.16,0.4611,579.62,1244.32,0.4658,0,206,218,213,209,226,236,262,276,305,0.038289963,0.040407785,0.039532294,0.039123924,0.041369211,0.042331839,0.046199965,0.04740639,0.051105898
99,Hansford,rural,1,Rural,1,0,0,0,0,0,0,5613,5613,5613,5613,5613,5613,5613,5613,3007,3011,3070,3020,3066,3033,2974,3006,2971,690,1962,1209,1338,1953,1714,1216,2047,1522,0.2295,0.6516,0.3938,0.443,0.637,0.5651,0.4089,0.681,0.5123,1788,159,Republican,1730,171,Republican,1849,166,Republican,0.0183,-0.0017,-0.0196,0.0043,-0.011,-0.0152,-0.0121,-0.0322,-0.0204,-0.0046,0.0433,0.0481,0.9391,0.7623,-0.0912,0.4177,0.2589,-0.112,0.0294,-0.0146,0.044,1,1,1,0,0,1,0.5013,0.9437,0.0161,0.0186,0.0049,0.0006,0.0161,0.4716,0.0093,0.2865,0.1516,0.0177,34.5,78201,402812000,69064,0.113,0.162,0.296,969,0.024,0.035,0.031,0.024,0.026,260.91,506.53,0.5151,525.58,1013.05,0.5188,0,589,587,622,643,669,713,712,734,779,0.195876289,0.194951843,0.202605863,0.212913907,0.218199609,0.235080778,0.239408204,0.24417831,0.262201279
100,Hardeman,rural,1,Rural,1,0,0,0,0,0,0,4139,4139,4139,4139,4139,4139,4139,4139,2562,2572,2567,2506,2536,2446,2423,2482,2458,421,1495,669,863,1515,1169,822,1580,985,0.1643,0.5813,0.2606,0.3444,0.5974,0.4779,0.3392,0.6366,0.4007,1176,302,Republican,1207,249,Republican,1330,241,Republican,-0.014,-0.035,-0.0213,-0.0219,-0.0543,-0.0331,-0.0471,-0.0425,0.0049,0.0134,0.0569,0.0429,1.0499,0.9525,-0.0475,0.7474,0.4723,-0.1574,0.0553,0.0161,0.0392,1,1,1,0,0,1,0.2494,0.8677,0.0734,0.0154,0.0111,0.0011,0.0313,0.6479,0.0606,0.2258,0.2327,0.0284,42.6,56738,199491000,49539,0.163,0.248,0.174,431,0.03,0.044,0.043,0.036,0.048,200.77,544.05,0.369,464.66,1088.11,0.427,0,266,274,289,279,286,297,298,315,321,0.103825137,0.106531882,0.112582781,0.111332801,0.112776025,0.121422731,0.122988031,0.126913779,0.130593979
101,Hardin,urban,0,Urban,0,0,0,0,0,0,0,54635,54635,54635,54635,54635,54635,54635,54635,34207,34461,36001,37000,38168,38091,38470,39860,41397,8088,21476,11663,13504,22780,20247,10432,27635,19644,0.2364,0.6232,0.324,0.365,0.5968,0.5315,0.2712,0.6933,0.4745,17746,3359,Republican,19606,2780,Republican,23858,3474,Republican,0.1076,0.1567,0.0443,0.0816,0.1246,0.0397,0.0581,0.1499,0.0868,0.0607,0.2868,0.2131,0.6696,0.2898,-0.2275,0.736,0.6843,-0.0298,0.0701,-0.0264,0.0965,1,1,1,0,0.4928,0.5072,0.0703,0.9066,0.0584,0.0072,0.0094,0.0004,0.018,0.8436,0.0562,0.25,0.1786,0.0168,39.2,54635,3158513000,70432,0.132,0.167,0.185,7077,0.046,0.089,0.078,0.052,0.049,249.18,714.32,0.3488,585.99,1428.64,0.4102,0,875,889,994,1077,1122,1161,1183,1274,1427,0.02557956,0.025797278,0.027610344,0.029108108,0.029396353,0.030479641,0.030751235,0.031961867,0.034471097
102,Harris,urban,0,Urban,0,0,0,0,0,1,1,4092459,4092459,4092459,4092459,4092459,4092459,4092459,4092459,1897622,1938382,2064329,2130111,2234291,2326669,2390369,2475458,2568676,234871,1204167,680942,557048,1312975,1210217,524219,1641062,1107391,0.1238,0.6212,0.3299,0.2615,0.5876,0.5202,0.2193,0.6629,0.4311,586073,587044,Democrat,545955,707914,Democrat,700630,918193,Democrat,0.1527,0.2771,0.1079,0.1225,0.2597,0.1222,0.1271,0.2443,0.104,0.0904,0.3628,0.2499,1.3717,1.2319,-0.0589,0.7773,0.6263,-0.085,0.0417,-0.0336,0.0753,2,2,2,0,0.9887,0.0113,0.4459,0.6851,0.2063,0.0116,0.0752,0.0012,0.0206,0.2712,0.1931,0.2563,0.1212,0.0106,34.8,69154,3.31E+11,68748,0.164,0.246,0.332,1005849,0.039,0.09,0.064,0.043,0.043,1378.87,14153.2,0.0974,5643.76,32331.63,0.1746,0,378165,390236,433311,456316,486204,528026,559430,581953,619709,0.19928363,0.201320483,0.209904041,0.2142217,0.217609971,0.226945045,0.234034996,0.235089022,0.241256196
103,Harrison,urban,0,Urban,0,0,0,0,0,1,1,65631,65631,65631,65631,65631,65631,65631,65631,39572,39825,42822,43463,44441,44185,44637,45776,45762,8710,26288,14801,13002,26814,22772,11818,29850,21449,0.2201,0.6601,0.3456,0.2992,0.6034,0.5154,0.2648,0.6521,0.4687,17512,8456,Republican,18749,7151,Republican,21466,7908,Republican,0.1159,0.1494,0.03,0.0983,0.128,0.027,0.0318,0.0687,0.0357,0.02,0.1355,0.1132,0.4928,0.3568,-0.0911,0.5385,0.4492,-0.0581,-0.008,-0.0567,0.0487,1,1,1,0,0.451,0.549,0.145,0.7431,0.2134,0.0133,0.0086,0.0013,0.0202,0.6177,0.2079,0.2398,0.1792,0.0171,38.5,48480,3391410000,64636,0.157,0.227,0.222,10112,0.04,0.079,0.065,0.045,0.047,475.24,1033.3,0.4599,1172.85,2070.29,0.5665,0,1045,1077,1351,1512,1600,1733,1857,1997,2217,0.026407561,0.027043315,0.031549204,0.034788211,0.03600279,0.039221455,0.041602258,0.043625481,0.048446309
104,Hartley,rural,1,Rural,1,0,0,0,0,0,0,6062,6062,6062,6062,6062,6062,6062,6062,2736,2780,2860,2857,2974,2835,2784,2891,2675,602,1923,1114,1143,1964,1611,1219,2091,1579,0.22,0.6917,0.3895,0.4001,0.6604,0.5683,0.4379,0.7233,0.5903,1708,184,Republican,1730,173,Republican,1868,195,Republican,0.0698,0.0399,-0.0279,0.0442,0.0175,-0.0256,-0.0087,-0.0647,-0.0564,0.0213,0.0874,0.0647,0.8987,1.0249,0.0665,0.4461,0.4174,-0.0199,0.0316,-0.0313,0.0629,1,1,1,0,0.5379,0.4621,0.2844,0.9082,0.0622,0.0083,0.0079,0.0004,0.0131,0.6377,0.057,0.2202,0.1668,0.021,39.4,89126,464168000,84165,0.09,0.088,0.253,1027,0.017,0.02,0.022,0.02,0.021,252.87,284.32,0.8894,550.22,568.64,0.9676,0,160,164,200,227,250,277,302,320,322,0.058479532,0.058992806,0.06993007,0.079453973,0.08406187,0.097707231,0.108477011,0.110688343,0.120373832
105,Haskell,rural,1,Rural,1,0,0,0,0,0,0,5899,5899,5899,5899,5899,5899,5899,5899,3607,3600,3497,3333,3393,3306,3262,3370,3370,451,2035,1068,1079,1765,1679,985,2253,1674,0.125,0.5653,0.3054,0.3237,0.5202,0.5079,0.302,0.6685,0.4967,1424,553,Republican,1403,314,Republican,1840,353,Republican,-0.0575,-0.0639,-0.0068,-0.076,-0.0956,-0.0213,-0.0546,-0.0363,0.0194,-0.1327,0.1071,0.2765,1.3925,1.184,-0.0871,0.5721,0.5674,-0.003,0.1032,-0.0451,0.1483,1,1,1,0,0,1,0.2856,0.8923,0.0568,0.0137,0.0102,0,0.027,0.6365,0.0435,0.1799,0.2227,0.0247,42.3,50550,273120000,48587,0.204,0.306,0.202,799,0.033,0.043,0.04,0.03,0.038,297.48,804.53,0.3698,669.31,1609.06,0.416,0,609,619,613,580,595,584,586,606,605,0.16883837,0.171944444,0.175293108,0.174017402,0.175361037,0.176648518,0.17964439,0.179821958,0.179525223
106,Hays,urban,0,Urban,0,0,0,0,1,1,1,157107,157107,157107,157107,157107,157107,157107,157107,95904,97002,106632,110977,121593,134654,142027,153258,167844,13774,59723,39688,34380,73589,79975,40715,109963,89953,0.1436,0.6157,0.3722,0.3098,0.6052,0.5939,0.2867,0.7175,0.5359,31661,25537,Republican,33826,33224,Republican,47680,59524,Democrat,0.2535,0.5799,0.2604,0.1572,0.4809,0.2798,0.2628,0.574,0.2465,0.2322,0.8412,0.4943,1.496,1.9559,0.1843,1.0151,1.2665,0.1248,0.1018,-0.0105,0.1123,1,1,2,1,0.7026,0.2974,0.4079,0.8898,0.049,0.0129,0.0216,0.0014,0.0251,0.5102,0.0409,0.221,0.124,0.0088,34.4,60097,16179523000,89074,0.099,0.079,0.404,60470,0.028,0.063,0.041,0.031,0.033,276.33,1301.03,0.2124,750.65,2634.93,0.2849,0,20698,21075,23861,24946,27593,31452,33523,36307,40361,0.215819987,0.217263562,0.2237696,0.224785316,0.226929182,0.233576426,0.236032585,0.236901173,0.240467339
107,Hemphill,rural,1,Rural,1,0,0,0,0,0,0,3807,3807,3807,3807,3807,3807,3807,3807,2129,2158,2283,2279,2366,2284,2308,2350,2304,885,1509,830,1282,1721,1376,893,1729,1385,0.4157,0.6993,0.3636,0.5625,0.7274,0.6025,0.3869,0.7357,0.6011,1298,192,Republican,1462,181,Republican,1486,206,Republican,0.0964,0.089,-0.0068,0.0705,0.0841,0.0127,0.0004,0.0092,0.0088,0.1405,0.1458,0.0046,0.4486,0.009,-0.3034,0.6578,0.6687,0.0065,0.0364,0.0281,0.0083,1,1,1,0,0,1,0.3435,0.9375,0.0121,0.0193,0.0137,0.0019,0.0155,0.6183,0.0056,0.2675,0.1913,0.031,39.2,74044,238198000,73212,0.112,0.154,0.233,527,0.026,0.046,0.044,0.034,0.035,183.28,373.9,0.4902,384.15,747.81,0.5137,0,205,210,256,276,287,315,331,347,344,0.096289338,0.097312326,0.112133158,0.121105748,0.121301775,0.137915937,0.143414211,0.147659574,0.149305556
108,Henderson,urban,0,Rural,1,0,0,1,1,1,1,78532,78532,78532,78532,78532,78532,78532,78532,47950,48075,49181,48793,50518,51423,52524,54589,58226,9718,27960,17367,17543,30572,26969,14923,36492,28124,0.2027,0.5816,0.3531,0.3595,0.6052,0.5245,0.2841,0.6685,0.483,21231,6106,Republican,23650,5669,Republican,28911,7060,Republican,0.0508,0.1355,0.0806,0.0176,0.0954,0.0765,0.0456,0.1839,0.1323,0.0934,0.3052,0.1936,0.8052,0.5356,-0.1493,0.5529,0.6194,0.0428,0.0869,0.0236,0.0633,1,1,1,0,0.3406,0.6594,0.1486,0.8935,0.0639,0.0106,0.0078,0.001,0.0231,0.7577,0.0608,0.2144,0.2271,0.0208,43.4,49177,4155970000,62843,0.13,0.199,0.191,11135,0.035,0.064,0.052,0.039,0.041,422.66,1185.97,0.3564,1067.96,2371.94,0.4502,0,1968,2017,2240,2333,2475,2642,2882,3008,3460,0.041042753,0.041955278,0.045546044,0.047814236,0.048992438,0.051377788,0.054870155,0.055102676,0.059423625
109,Hidalgo,urban,0,Urban,0,0,0,1,1,1,1,774769,774769,774769,774769,774769,774769,774769,774769,275198,284268,320229,321512,338519,362358,379536,391129,417402,53714,141155,83522,77930,176160,153207,82160,222593,143678,0.1952,0.4966,0.2608,0.2424,0.5204,0.4228,0.2165,0.5691,0.3442,39865,97969,Democrat,48642,118809,Democrat,90527,128199,Democrat,0.1908,0.3759,0.1554,0.1683,0.3791,0.1805,0.1316,0.3034,0.1519,0.248,0.5769,0.2636,0.4508,0.5296,0.0543,0.8343,0.7202,-0.0622,0.0725,0.0238,0.0487,2,2,2,0,0.9109,0.0891,0.9254,0.9677,0.0103,0.0057,0.0107,0.0006,0.0051,0.0569,0.0056,0.305,0.1186,0.0132,30.8,33525,29782422000,48825,0.274,0.371,0.201,99890,0.063,0.117,0.091,0.066,0.061,826.7,3984.54,0.2075,2533.4,8114.65,0.3122,1,224827,232741,265766,266517,279207,297192,309898,318081,336248,0.816964513,0.818737952,0.829924835,0.828948842,0.824789746,0.820161277,0.816518064,0.813238088,0.805573524
110,Hill,rural,1,Rural,1,0,0,0,0,0,0,35089,35089,35089,35089,35089,35089,35089,35089,21602,21704,22025,22450,22825,22595,22676,23549,25043,4806,12163,9005,10077,13113,11445,6838,14933,11408,0.2225,0.5604,0.4089,0.4489,0.5745,0.5065,0.3016,0.6341,0.4555,9132,2752,Republican,10108,2547,Republican,11926,2860,Republican,0.0516,0.085,0.0317,0.0393,0.0497,0.0101,0.0259,0.137,0.1083,0.0781,0.2277,0.1388,1.0968,0.4228,-0.3214,0.271,0.2669,-0.0032,0.0737,0.0141,0.0596,1,1,1,0,0.2249,0.7751,0.2272,0.8931,0.0647,0.0109,0.0082,0.0015,0.0215,0.6875,0.0566,0.2315,0.2037,0.0197,41.1,49859,1861175000,57566,0.156,0.206,0.175,4346,0.033,0.063,0.05,0.039,0.04,498.84,1256.95,0.3969,1162.34,2513.89,0.4624,0,1719,1761,1863,1985,2025,2101,2208,2338,2594,0.079575965,0.081137118,0.084585698,0.088418708,0.08871851,0.092985174,0.09737167,0.099282347,0.103581839
111,Hockley,rural,1,Rural,1,0,0,0,0,0,0,22935,22935,22935,22935,22935,22935,22935,22935,13011,13182,13513,13471,13720,13558,13423,13760,13488,3021,7145,3696,4421,7363,6095,3767,8102,5579,0.2322,0.542,0.2735,0.3282,0.5367,0.4496,0.2806,0.5888,0.4136,5546,1486,Republican,5809,1260,Republican,6536,1482,Republican,0.0408,0.0438,0.0029,0.0354,0.0317,-0.0036,0.0033,-0.0019,-0.0052,0.0305,0.1339,0.1004,0.4634,0.2469,-0.1479,0.6491,0.5095,-0.0847,0.0468,-0.0053,0.0521,1,1,1,0,0.5851,0.4149,0.5113,0.9251,0.0402,0.0149,0.0047,0.0006,0.0146,0.4398,0.0313,0.2645,0.1567,0.017,35.9,48167,1019256000,56923,0.149,0.203,0.172,2344,0.03,0.08,0.059,0.037,0.036,336.29,1266.52,0.2655,752.18,2533.1,0.2969,0,4165,4244,4513,4582,4716,4788,4848,4968,4883,0.32011375,0.32195418,0.333974691,0.340138074,0.343731778,0.353149432,0.361171124,0.361046512,0.362025504
112,Hood,urban,0,Rural,1,0,0,0,0,1,1,51182,51182,51182,51182,51182,51182,51182,51182,33501,33986,35903,36680,38281,40537,42222,44739,48708,7411,22580,13652,15704,26477,25091,15992,32920,27332,0.2212,0.6644,0.3802,0.4281,0.6916,0.619,0.3788,0.7358,0.5611,18409,3843,Republican,21382,4008,Republican,26496,5648,Republican,0.1264,0.3164,0.1687,0.0949,0.2603,0.1511,0.1291,0.3567,0.2016,0.1726,0.4579,0.2433,1.119,1.1579,0.0183,0.8379,1.0021,0.0893,0.0714,0.0272,0.0442,1,1,1,0,0.5892,0.4108,0.1377,0.9465,0.0157,0.0104,0.0097,0.0011,0.0167,0.8199,0.0136,0.2034,0.2587,0.0261,45.8,63641,4224076000,75545,0.098,0.13,0.317,14371,0.034,0.066,0.052,0.038,0.037,178.13,570.82,0.3121,407.05,1143.74,0.3559,0,1451,1516,1749,1842,1964,2224,2419,2616,2916,0.04331214,0.044606603,0.048714592,0.050218103,0.051304825,0.054863458,0.057292407,0.058472474,0.059866962
113,Hopkins,rural,1,Rural,1,0,0,0,1,1,1,35161,35161,35161,35161,35161,35161,35161,35161,20562,20786,21486,21766,22495,22618,23163,23896,24706,3210,12753,7735,8074,13804,11927,6107,15999,12352,0.1561,0.6135,0.36,0.3709,0.6136,0.5273,0.2637,0.6695,0.5,9836,2777,Republican,10707,2510,Republican,12719,3046,Republican,0.0822,0.1496,0.0623,0.0586,0.1265,0.0642,0.0527,0.1499,0.0923,0.0824,0.2545,0.159,1.5153,0.9025,-0.2436,0.542,0.5969,0.0356,0.056,0.0001,0.0559,1,1,1,0,0.3991,0.6009,0.1869,0.8832,0.073,0.011,0.0077,0.0016,0.0235,0.7125,0.0687,0.242,0.189,0.0202,39.3,53470,2021384000,64249,0.128,0.18,0.216,5388,0.031,0.051,0.044,0.036,0.035,438.29,964.33,0.4545,1006.36,1928.06,0.522,0,829,865,1027,1130,1216,1355,1523,1597,1804,0.04031709,0.041614548,0.047798567,0.051915832,0.054056457,0.059908038,0.065751414,0.066831269,0.0730187
114,Houston,rural,1,Rural,1,0,0,0,0,0,0,23732,23732,23732,23732,23732,23732,23732,23732,13098,13078,12940,12731,13151,12959,13173,13421,13477,3723,8194,4670,5233,8353,7408,4980,9450,7223,0.2842,0.6265,0.3609,0.411,0.6352,0.5716,0.378,0.7041,0.536,5880,2265,Republican,6205,1978,Republican,7060,2314,Republican,0.0056,0.0262,0.0205,-0.028,0.0057,0.0347,0.0015,0.0415,0.04,0.0194,0.1533,0.1313,0.4056,0.3376,-0.0483,0.5863,0.5467,-0.025,0.0776,0.0087,0.0689,1,1,1,0,0.269,0.731,0.1305,0.7242,0.2421,0.0092,0.008,0.0005,0.016,0.6093,0.2343,0.2046,0.2246,0.0259,43.6,50323,1104598000,49741,0.201,0.292,0.148,2411,0.031,0.053,0.049,0.036,0.032,401.47,967.82,0.4148,872,1935.65,0.4505,0,381,391,404,412,439,467,498,517,573,0.02908841,0.029897538,0.03122102,0.032361951,0.033381492,0.036036731,0.0378046,0.03852172,0.042516881
